Company name,Business Fields,Founded date,Size,Address,Quant,City,Job Field,Job Position,Experienced,Salary
MUNKAS AGENCY,7,2016,1,1,1,1,6,Marketing Intern,1,4000000
MOR SOFTWARE,3,2016,2,3,1,2,1,Software Engineer Intern,2,10000000
MOR SOFTWARE,3,2016,2,3,1,2,1,Software Engineer Intern,2,5000000
MOR SOFTWARE,3,2016,2,3,1,2,1,Tester Intern,2,5000000
MOR SOFTWARE,3,2016,2,3,1,2,1,Software Engineer Intern,1,5000000
MOR SOFTWARE,3,2016,2,3,1,2,1,Software Engineer Intern,1,10000000
MOR SOFTWARE,3,2016,2,3,5,2,1,Software Engineer Intern,2,8000000
MOR SOFTWARE,3,2016,2,3,5,2,1,Software Engineer Intern,2,8000000
HAPODIGITAL,7,2019,1,2,20,2,6,Marketing Intern,1,4500000
EWAY,3,2009,2,3,5,2,2,Project Intern,1,7000000
EWAY,3,2009,2,3,1,2,1,Software Engineer Intern,1,6000000
EWAY,3,2009,2,3,1,2,1,Software Engineer Intern,1,7000000
AHIHO,3,2016,1,3,10,2,1,Software Engineer Intern,1,6000000
TRIPATH VIET NAM,3,2011,1,2,1,2,1,Business Analyst Intern,1,10000000
TRIPATH VIET NAM,3,2011,1,2,1,2,9,UX/UI Design Intern,1,10000000
FADO,2,2012,2,3,3,1,1,Software Engineer Intern,1,7000000
FADO,2,2012,2,3,4,1,6,Marketing Intern,1,4500000
FADO,2,2012,2,3,3,1,1,Software Engineer Intern,2,7000000
FADO,2,2012,2,3,1,1,1,Content Marketing Intern,2,4500000
FADO,2,2012,2,3,4,1,2,R&D Intern,1,4500000
FADO,2,2012,2,3,1,1,1,Software Engineer Intern,2,7000000
MANABIE,5,2019,1,1,1,1,4,Human Resources Intern,1,6000000
MANABIE,5,2019,1,1,1,1,6,Marketing Intern,1,4000000
MANABIE,5,2019,1,1,1,1,8,Customer Service Intern,2,7000000
BGROUP AGENCY,7,2015,1,1,1,1,9,Graphic Design Intern,1,4400000
BGROUP AGENCY,7,2015,1,1,1,1,6,Content Marketing Intern,1,4500000
BGROUP AGENCY,7,2015,1,1,1,1,7,Finance & Accounting Intern,1,4500000
POSAPP,3,2014,1,1,1,1,1,Software Engineer Intern,1,8000000
POSAPP,3,2014,1,1,1,1,1,Software Engineer Intern,1,6000000
POSAPP,3,2014,1,1,1,1,8,Content Marketing Intern,1,4500000
MAKE FAMOUS APP,3,2021,1,1,1,1,1,Software Engineer Intern,1,10000000
MAKE FAMOUS APP,3,2021,1,1,5,1,1,Software Engineer Intern,1,8000000
ZINZA 3,3,2016,1,2,3,2,1,Software Engineer Intern,2,5000000
ZINZA 3,3,2016,1,2,1,2,1,Comtor Intern,1,5000000
ZINZA 3,3,2016,1,2,5,2,1,Software Engineer Intern,1,5000000
ZINZA 3,3,2016,1,2,10,2,1,Software Engineer Intern,1,5000000
ZINZA 3,3,2016,1,2,2,2,1,Software Engineer Intern,1,5000000
HG MEDIA,7,2018,1,2,1,2,6,Content Marketing Intern,2,8000000
HG MEDIA,7,2018,1,2,1,2,6,Marketing Intern,1,7000000
CONTEMI VIETNAM,3,2012,4,1,1,1,1,Software Engineer Intern,2,4500000
CONTEMI VIETNAM,3,2012,4,1,1,1,1,Software Engineer Intern,2,4500000
CONTEMI VIETNAM,3,2012,4,1,4,1,1,Tester Intern,2,4500000
OFFICIENCE,3,2006,2,1,1,1,1,Tester Intern,1,3000000
OFFICIENCE,3,2006,2,1,1,1,6,Content Marketing Intern,1,3000000
OFFICIENCE,3,2006,2,1,1,1,1,Software Engineer Intern,1,3000000
OFFICIENCE,3,2006,2,1,1,1,1,Software Engineer Intern,1,3000000
NATIONAL FORTUNE,7,2013,1,2,1,2,1,Software Engineer Intern,1,4000000
NATIONAL FORTUNE,7,2013,1,2,1,2,7,Finance & Accounting Intern,1,4000000
NATIONAL FORTUNE,7,2013,1,2,5,2,2,Purchasing Intern,1,5000000
FARADAY,3,2019,1,2,1,2,1,Software Engineer Intern,1,12000000
AREVO,3,2020,2,1,1,1,1,Software Engineer Intern,1,4000000
AREVO,3,2020,2,1,1,1,7,Finance & Accounting Intern,1,4000000
AREVO,3,2020,2,1,1,1,2,Purchasing Intern,1,4000000
AREVO,3,2020,2,1,1,1,7,Finance & Accounting Intern,2,4000000
REAL UP,7,2019,1,2,1,2,4,Human Resources Intern,1,3500000
REAL UP,7,2019,1,2,1,2,6,Account Intern,1,4500000
REAL UP,7,2019,1,2,1,2,9,Graphic Design Intern,2,5000000
UNISTARS AUDITING,1,2007,1,2,1,2,7,Auditing Intern,1,12000000
MONKEY VIETNAM,5,2014,1,2,1,2,6,Content Marketing Intern,1,4000000
MONKEY VIETNAM,5,2014,1,2,1,2,6,Marketing Intern,1,4000000
MONKEY VIETNAM,5,2014,1,2,1,2,4,Human Resources Intern,2,4000000
ALTA MEDIA,6,2008,1,1,10,1,9,Animation Intern,1,4500000
ALTA MEDIA,6,2008,1,1,10,1,9,VFX Intern,1,4500000
ALTA MEDIA,6,2008,1,1,10,1,1,Software Engineer Intern,1,4500000
ALTA MEDIA,6,2008,1,1,10,1,1,Software Engineer Intern,1,4500000
ALTA MEDIA,6,2008,1,1,10,1,1,Software Engineer Intern,1,4500000
ALTA MEDIA,6,2008,1,1,10,1,1,Software Engineer Intern,2,4500000
ALTA MEDIA,6,2008,1,1,1,1,1,Business Analyst Intern,1,4500000
ALPACA,3,2020,1,3,3,2,1,Software Engineer Intern,1,5000000
ALPACA,3,2020,1,3,3,2,1,Software Engineer Intern,1,5000000
ALPACA,3,2020,1,3,2,1,1,Tester Intern,1,5000000
SYNAPSE DESIGN,3,2016,1,1,20,1,5,Physical Design,1,10000000
KIAISOFT,3,2016,1,2,1,2,6,Content Marketing Intern,1,5000000
KIAISOFT,3,2016,1,2,5,2,1,Software Engineer Intern,1,5000000
HBS VIETNAM,7,2016,1,3,10,2,10,Sales Intern,1,5000000
SOFT ONE,3,2016,1,1,10,1,9,Graphic Design Intern,1,4500000
SOFT ONE,3,2016,1,1,5,1,1,Software Engineer Intern,1,6000000
GAMELOFT VIETNAM,7,2008,3,3,2,1,1,Software Engineer Intern,1,6000000
GAMELOFT VIETNAM,7,2008,3,3,2,1,1,Software Engineer Intern,1,6000000
GAMELOFT VIETNAM,7,2008,3,3,2,2,1,Software Engineer Intern,1,7000000
VCS VIETNAM,3,2012,1,2,3,2,7,Finance & Accounting Intern,1,7000000
VCS VIETNAM,3,2012,1,2,3,2,1,Software Engineer Intern,2,6000000
PHÁT KIẾN GIA,7,2008,1,1,2,1,6,Marketing Intern,1,5000000
PHÁT KIẾN GIA,7,2008,1,1,2,1,3,Business Intern,1,5000000
PHÁT KIẾN GIA,7,2008,1,1,2,1,7,Finance & Accounting Intern,1,5000000
PHÁT KIẾN GIA,7,2008,1,1,1,1,9,Graphic Design Intern,1,5000000
SMILE CARE,7,2010,1,2,5,2,6,Marketing Intern,1,6000000
SMILE CARE,7,2010,1,2,3,2,4,Human Resources Intern,1,4000000
SMILE CARE,7,2010,1,2,1,2,6,Content Marketing Intern,1,5000000
SMILE CARE,7,2010,1,2,1,2,7,Finance & Accounting Intern,1,4000000
IIT,3,2014,1,3,5,2,1,Software Engineer Intern,1,8000000
IIT,3,2014,1,3,5,2,1,Software Engineer Intern,1,8000000
HIVETECH,3,2019,1,2,3,2,1,Tester Intern,1,12000000
HIVETECH,3,2019,1,2,1,2,4,Human Resources Intern,1,4500000
ADAMO SOFTWARE,3,2016,1,2,1,2,6,Marketing Intern,1,4500000
ADAMO SOFTWARE,3,2016,1,2,5,2,1,Software Engineer Intern,1,5000000
ADAMO SOFTWARE,3,2016,1,2,2,2,1,Software Engineer Intern,1,5000000
CHIN MEDIA,3,2015,1,3,2,2,6,Marketing Intern,1,5000000
CHIN MEDIA,3,2015,1,3,1,1,6,Account Intern,1,4000000
GIAO HÀNG NHANH,7,2012,5,3,1,2,4,Human Resources Intern,2,4000000
GIAO HÀNG NHANH,7,2012,5,3,1,2,9,Graphic Design Intern,2,4500000
GIAO HÀNG NHANH,7,2012,5,3,1,2,6,Content Marketing Intern,1,4500000
ESOFT,4,2007,2,2,1,2,7,Finance & Accounting Intern,1,4000000
ESOFT,4,2007,2,2,1,2,6,Marketing Intern,1,4000000
ESOFT,4,2007,2,2,1,2,4,Human Resources Intern,1,4000000
TIGREN SOLUTIONS,3,2012,1,2,10,2,1,Software Engineer Intern,1,5000000
PHARMACITY,2,2011,2,3,1,1,6,Content Marketing Intern,1,2000000
PHARMACITY,2,2011,2,3,1,1,3,Business Analyst Intern,1,2000000
PHARMACITY,2,2011,2,3,1,1,4,Human Resources Intern,1,2000000
HỌC MÃI,5,2016,3,3,2,2,4,Human Resources Intern,1,3500000
HỌC MÃI,5,2016,3,3,10,2,6,Marketing Intern,1,4500000
SYMPER VIETNAM,3,2018,1,2,2,2,1,Tester Intern,2,6000000
SYMPER VIETNAM,3,2018,1,2,3,2,1,Software Engineer Intern,2,6000000
NGS IT,3,2018,2,2,6,2,1,Business Analyst Intern,1,5000000
SUN ASTERISK,7,2012,2,3,10,2,1,Software Engineer Intern,1,4200000
SUN ASTERISK,7,2012,2,3,4,2,4,Human Resources Intern,1,4200000
ACAZIA,3,2015,1,2,2,2,1,Tester Intern,1,6000000
ACAZIA,3,2015,1,2,5,2,1,Software Engineer Intern,1,4500000
ACAZIA,3,2015,1,2,2,2,1,Software Engineer Intern,1,4500000
ACAZIA,3,2015,1,2,2,2,9,Graphic Design Intern,1,4500000
ACAZIA,3,2015,1,2,2,2,1,Software Engineer Intern,1,4500000
ACAZIA,3,2015,1,2,2,2,4,Human Resources Intern,1,4500000
ACAZIA,3,2015,1,2,2,2,1,Software Engineer Intern,1,4500000
ACAZIA,3,2015,1,2,5,2,1,Software Engineer Intern,1,4500000
MAGENEST,3,2014,2,3,3,2,6,Marketing Intern,1,5000000
MAGEPLAZA,3,2014,2,2,1,2,1,Software Engineer Intern,1,6000000
MAGEPLAZA,3,2014,2,2,1,2,6,Marketing Intern,1,5000000
MAGEPLAZA,3,2014,2,2,1,2,9,Video Editor Intern,1,7000000
MEDLINK,2,2019,1,2,4,2,1,Software Engineer Intern,1,6000000
ZEE,6,2016,1,3,3,1,3,Account Intern,1,5000000
EKOIOS 3,3,2015,1,2,1,2,6,Marketing Intern,2,5000000
EKOIOS 3,3,2015,1,2,1,2,4,Human Resources Intern,2,5000000
EKOIOS 3,3,2015,1,2,1,2,1,Software Engineer Intern,2,5000000
EKOIOS 3,3,2015,1,2,1,2,3,Business Analyst Intern,2,5000000
PMAX,7,2016,1,3,1,1,6,Marketing Intern,2,5750000
PMAX,7,2016,1,3,1,1,6,Account Intern,2,5750000
CYBER EYE 3,3,2016,2,2,5,2,1,Software Engineer Intern,1,5000000
CYBER EYE 3,3,2016,2,2,10,2,1,Software Engineer Intern,2,5000000
CYBER EYE 3,3,2016,2,2,5,2,1,Software Engineer Intern,1,5000000
GUDJOB,6,2017,1,1,1,1,9,Graphic Design Intern,2,4500000
TIMO,1,2015,1,1,1,2,6,Customer Services Intern,2,12000000
DENTSU REDDER,6,2012,2,1,1,1,6,Content Intern,2,2000000
BETA GROUP,6,2014,2,2,1,3,6,Content Marketing Intern,2,4500000
"MEDIA VENTURE VIETNAM (Top Class, Everlearn...)",6,2013,2,3,1,1,6,Marketing Intern,2,4500000
"MEDIA VENTURE VIETNAM (Top Class, Everlearn...)",6,2013,2,3,1,1,6,Account Intern,2,4500000
GAPO,3,2019,2,2,1,2,4,Human Resources Intern,2,4500000
AMANOTES,7,2014,1,1,1,1,4,Human Resources Intern,2,4500000
METUB NETWORK,6,2014,2,1,1,1,5,Partner Success Intern,2,4500000
METUB NETWORK,6,2014,2,1,1,1,5,Sales Intern,2,4500000
SAVVYCOM,3,2009,2,2,1,2,6,Sales Intern,2,4500000
SAVVYCOM,3,2009,2,2,1,2,6,Marketing Intern,2,4500000
SAVVYCOM,3,2009,2,2,1,2,4,Human Resources Intern,2,4500000
GEEK UP,3,2014,1,1,1,1,1,Software Engineer Intern (Backend & Frontend),2,4500000
HOOZING,4,2015,2,1,1,1,6,Sales,2,4500000
REVU,6,2018,1,1,1,2,3,Consultant Intern,2,1500000
LALAMOVE VIETNAM,7,2017,2,3,1,2,3,Business Development Intern,2,4500000
LALAMOVE VIETNAM,7,2017,2,3,1,2,6,Account Management Intern,2,4500000
FADO VIETNAM,2,2020,2,1,1,1,10,Logistics,2,4500000
ILA,5,2000,4,1,1,1,5,Teaching Assistant,2,4000000
SEONGON,6,2012,1,2,1,2,6,Content Intern,2,4000000
SEONGON,6,2013,1,2,1,2,9,Graphic Design,2,1000000
ECOMOBI VIETNAM,6,2016,1,2,1,2,4,Human Resources,2,5000000
RETI,4,2020,1,2,1,2,1,Software Engineer,2,3000000
EDMICRO,5,2018,1,2,1,2,6,Content Intern,2,1000000
EDMICRO,5,2018,1,2,1,2,6,Intern,2,2000000
SYNOVA GROUP,3,2011,1,1,1,1,4,Talent Acquisition,2,4500000
SYNOVA GROUP,3,2011,1,1,1,1,1,Quality Control Intern,2,3000000
BIZZI,1,2019,1,1,1,1,3,Sales Intern,1,3500000
BTASKEE,7,2016,1,3,1,1,4,Human Resources Intern,2,4500000
BTASKEE,7,2016,1,3,1,2,4,Human Resources Intern,2,4500000
BTASKEE,7,2016,1,3,1,1,6,Partnership Intern,2,4500000
BTASKEE,7,2016,1,3,1,1,6,Business Development Intern,2,4500000
BTASKEE,7,2016,1,3,1,1,8,Event Intern,2,4500000
BTASKEE,7,2016,1,3,1,1,6,Trade Marketing Intern,2,4500000
BTASKEE,7,2016,1,3,1,1,6,Copywriter Intern,2,4500000
BTASKEE,7,2016,1,3,1,1,6,Content Marketing,2,4500000
BTASKEE,7,2016,1,3,1,1,6,SEO Intern,2,4500000
BTASKEE,7,2016,1,3,1,1,1,Back-end Developer,2,4500000
MOBILE WORLD GROUP,2,2004,5,1,4,1,6,Content Writer,2,4000000
SAPO,2,2008,3,2,1,2,6,Marketing,2,2000000
SAPO,2,2008,3,2,1,1,6,Sales Intern,2,1500000
SAPO,2,2008,3,2,1,2,6,Sales Intern,2,1500000
SAPO,2,2008,3,2,1,2,1,Business Analyst Intern,2,2000000
CITICS,4,2018,2,1,3,1,5,Appraiser ,2,4500000
NEXTTECH GROUP,3,2001,4,3,1,2,3,Sales Intern,2,5000000
NEXTTECH GROUP,3,2001,4,3,1,2,3,Project Intern,2,2000000
NEXTTECH GROUP,3,2001,4,3,1,2,4,Human Resources Intern,2,2000000
VEXERE.COM,7,2013,1,3,1,1,5,Customer Experience Management & Research,2,4000000
VEXERE.COM,7,2013,1,3,1,1,9,UI-UX Designer,2,4500000
MOBILE WORLD GROUP,2,2004,5,1,90,1,1,IT Fresher,2,4000000
MOBILE WORLD GROUP,2,2004,5,1,1,1,7,Finance & Accounting Intern,2,2000000
DIGIWORLD,3,1997,2,3,1,1,4,C&B Intern,2,3000000
VNP GROUP,2,2006,3,2,1,2,4,Human Resources Intern,2,3000000
CON CƯNG,2,2012,5,1,1,1,4,Human Resources Intern,2,3000000
TOP ON SEEK (TOS) LTD.,7,2016,1,1,2,1,1,Data Analyst Intern,2,3000000
TOP ON SEEK (TOS) LTD.,7,2016,1,1,5,1,1,Back-end Developer Intern,2,3000000
TOP ON SEEK (TOS) LTD.,7,2016,1,1,2,1,9,UX/UI Designer Intern,2,3000000
TOP ON SEEK (TOS) LTD.,7,2016,1,1,2,1,7,Business Analyst,2,3000000
TOP ON SEEK (TOS) LTD.,7,2016,1,1,2,1,6,SEO Content Intern,2,3000000
